"beta","deepSplit","minModuleSize","mergeCutHeight","n_mods","effD","delta_effD_nMods","globalMedian_mod_cohesion","grey_proportion"
22,1,100,0.15,10,2.68493880768729,7.31506119231271,0.716264325706426,0
22,1,100,0.2,9,2.60695198719532,6.39304801280468,0.710889676803489,0
22,1,100,0.25,7,2.59671282694908,4.40328717305092,0.680223175430971,0
22,1,100,0.3,6,2.61187674076301,3.38812325923699,0.589182614870359,0
22,2,20,0.15,27,3.66658962393383,23.3334103760662,NA,0
22,2,20,0.2,22,3.72514708571011,18.2748529142899,NA,0
22,2,20,0.25,13,3.70320925496879,9.29679074503121,NA,0
22,2,20,0.3,11,3.51765272707772,7.48234727292228,NA,0
22,2,30,0.15,20,3.35813449910791,16.6418655008921,NA,0
22,2,30,0.2,15,3.42655414490057,11.5734458550994,NA,0
22,2,30,0.25,14,3.3919633726689,10.6080366273311,NA,0
22,2,30,0.3,10,3.46860037676496,6.53139962323504,NA,0
22,2,40,0.15,16,3.09149863516596,12.908501364834,0.699381847094885,0
22,2,40,0.2,12,3.16001835743523,8.83998164256477,NA,0
22,2,40,0.25,9,3.31129130082414,5.68870869917586,NA,0
22,2,40,0.3,9,3.31129130082414,5.68870869917586,NA,0
22,2,50,0.15,14,3.16241897186277,10.8375810281372,0.686047203885889,0
22,2,50,0.2,11,3.26374107596591,7.73625892403409,NA,0
22,2,50,0.25,9,3.29611997857854,5.70388002142146,NA,0
22,2,50,0.3,9,3.29611997857854,5.70388002142146,NA,0
22,2,60,0.15,12,2.86053779101776,9.13946220898224,0.716673331162535,0
22,2,60,0.2,9,2.90425609165404,6.09574390834596,NA,0
22,2,60,0.25,8,2.86599391724724,5.13400608275276,NA,0
22,2,60,0.3,8,2.86599391724724,5.13400608275276,NA,0
22,2,70,0.15,12,2.86053779101776,9.13946220898224,0.716673331162535,0
22,2,70,0.2,9,2.90425609165404,6.09574390834596,NA,0
22,2,70,0.25,8,2.86599391724724,5.13400608275276,NA,0
22,2,70,0.3,8,2.86599391724724,5.13400608275276,NA,0
22,2,80,0.15,11,2.7708396733006,8.2291603266994,0.719269394600088,0
22,2,80,0.2,10,2.8436339447716,7.15636605522841,0.699781192895047,0
22,2,80,0.25,8,2.79449320646318,5.20550679353682,NA,0
22,2,80,0.3,7,2.85565312485918,4.14434687514082,NA,0
22,2,90,0.15,10,2.67121068408435,7.32878931591565,0.72143136816092,0
22,2,90,0.2,9,2.73190096501449,6.26809903498551,0.705679653762048,0
22,2,90,0.25,7,2.75851233626077,4.24148766373924,NA,0
22,2,90,0.3,6,2.7958179736153,3.2041820263847,NA,0
22,2,100,0.15,10,2.68577546519163,7.31422453480837,0.714343776702504,0
22,2,100,0.2,9,2.60626701490482,6.39373298509518,0.710889162608892,0
22,2,100,0.25,7,2.5951441871374,4.4048558128626,0.680189565088653,0
22,2,100,0.3,6,2.61077520711141,3.38922479288859,0.589182614870359,0
22,3,20,0.15,41,4.35441525264945,36.6455847473505,NA,0
22,3,20,0.2,34,4.57545713789234,29.4245428621077,NA,0
22,3,20,0.25,21,4.44949977184093,16.5505002281591,NA,0
22,3,20,0.3,18,4.41315490065558,13.5868450993444,NA,0
22,3,30,0.15,30,3.95598138054126,26.0440186194587,0.703881201546396,0
22,3,30,0.2,24,4.24458097366671,19.7554190263333,NA,0
22,3,30,0.25,18,4.17963398875994,13.8203660112401,NA,0
22,3,30,0.3,14,4.32381812545846,9.67618187454154,NA,0
22,3,40,0.15,20,3.69241689162174,16.3075831083783,0.676542901784328,0
22,3,40,0.2,17,3.80531501976522,13.1946849802348,NA,0
22,3,40,0.25,14,3.95924966734457,10.0407503326554,NA,0
22,3,40,0.3,13,4.06694619598899,8.93305380401101,NA,0
22,3,50,0.15,16,3.17575511863129,12.8242448813687,0.669543683471804,0
22,3,50,0.2,13,3.24761894103435,9.75238105896565,NA,0
22,3,50,0.25,10,3.36543796076583,6.63456203923417,NA,0
22,3,50,0.3,10,3.36543796076583,6.63456203923417,NA,0
22,3,60,0.15,15,3.17648425590211,11.8235157440979,0.68678791229476,0
22,3,60,0.2,12,3.23591710956103,8.76408289043897,NA,0
22,3,60,0.25,10,3.35460054358748,6.64539945641252,NA,0
22,3,60,0.3,10,3.35460054358748,6.64539945641252,NA,0
22,3,70,0.15,14,2.88146529894991,11.1185347010501,0.701098925082991,0
22,3,70,0.2,11,2.88782616420734,8.11217383579266,NA,0
22,3,70,0.25,9,2.9511323915929,6.0488676084071,NA,0
22,3,70,0.3,9,2.9511323915929,6.0488676084071,NA,0
22,3,80,0.15,13,2.85304744517463,10.1469525548254,0.709684807378678,0
22,3,80,0.2,11,2.90223394375447,8.09776605624553,0.648849822037495,0
22,3,80,0.25,10,2.92795463786144,7.07204536213856,NA,0
22,3,80,0.3,9,2.98650453706657,6.01349546293343,NA,0
22,3,90,0.15,12,2.75030722179416,9.24969277820584,0.711261142773126,0
22,3,90,0.2,10,2.79755201620546,7.20244798379454,NA,0
22,3,90,0.25,9,2.85197318779527,6.14802681220473,NA,0
22,3,90,0.3,8,2.87860581554426,5.12139418445574,NA,0
22,3,100,0.15,11,2.71460038151648,8.28539961848352,0.709684807378678,0
22,3,100,0.2,10,2.62019701212677,7.37980298787324,0.701671997426213,0
22,3,100,0.25,8,2.63702785242269,5.36297214757731,0.66408295348357,0
22,3,100,0.3,7,2.58496880533589,4.41503119466411,0.64293116281965,0
22,4,20,0.15,41,4.33333690281063,36.6666630971894,0.71535750648472,0
22,4,20,0.2,33,4.53203098377894,28.4679690162211,NA,0
22,4,20,0.25,21,4.4000595301932,16.5999404698068,NA,0
22,4,20,0.3,17,4.30008109336609,12.6999189066339,NA,0
22,4,30,0.15,31,4.01985263822486,26.9801473617751,0.704155880748035,0
22,4,30,0.2,26,4.19984852526222,21.8001514747378,NA,0
22,4,30,0.25,20,4.11764636729997,15.8823536327,NA,0
22,4,30,0.3,15,4.06308606434787,10.9369139356521,NA,0
22,4,40,0.15,21,3.68315530801242,17.3168446919876,0.671702081133024,0
22,4,40,0.2,18,3.75391681987961,14.2460831801204,0.666322897099881,0
22,4,40,0.25,15,3.82432871714358,11.1756712828564,NA,0
22,4,40,0.3,14,3.86492454334634,10.1350754566537,NA,0
22,4,50,0.15,19,3.62915967233908,15.3708403276609,0.666322897099881,0
22,4,50,0.2,15,3.79945719062954,11.2005428093705,NA,0
22,4,50,0.25,13,3.91213385835238,9.08786614164762,NA,0
22,4,50,0.3,12,3.88683345410279,8.11316654589721,NA,0
22,4,60,0.15,17,3.61578137839397,13.384218621606,0.662685909117931,0
22,4,60,0.2,13,3.83395618156187,9.16604381843813,NA,0
22,4,60,0.25,12,3.91909675390573,8.08090324609427,NA,0
22,4,60,0.3,11,4.01693252731872,6.98306747268128,NA,0
22,4,70,0.15,16,3.33927904211543,12.6607209578846,0.659048921135981,0
22,4,70,0.2,12,3.50564190777485,8.49435809222515,NA,0
22,4,70,0.25,11,3.57514196860228,7.42485803139772,NA,0
22,4,70,0.3,10,3.66502741160569,6.33497258839431,NA,0
22,4,80,0.15,15,3.33410044328063,11.6658995567194,0.659048921135981,0
22,4,80,0.2,12,3.48929602253407,8.51070397746593,NA,0
22,4,80,0.25,12,3.48929602253407,8.51070397746593,NA,0
22,4,80,0.3,10,3.57642083402847,6.42357916597153,NA,0
22,4,90,0.15,14,3.36240966992288,10.6375903300771,0.675602753520183,0
22,4,90,0.2,11,3.61437102122849,7.38562897877151,NA,0
22,4,90,0.25,11,3.61437102122849,7.38562897877151,NA,0
22,4,90,0.3,9,3.73424693013306,5.26575306986694,NA,0
22,4,100,0.15,14,3.39715735850235,10.6028426414977,0.675602753520183,0
22,4,100,0.2,12,3.38038333478264,8.61961666521736,0.646658757758198,0
22,4,100,0.25,11,3.48652290725116,7.51347709274884,NA,0
22,4,100,0.3,9,3.54596717745719,5.45403282254281,NA,0
